0.011468354,0.801123579,0.984981198,0.997440234,0.977966383,0.720736367,0.961502333,0.600903091,0.964160261,0.494767205,0.947693191,0.370509084,0,0.00E+00,0,0.00E+00,0,0.67679558,0.14893617,0.350787587
0.010042738,0.712596463,0.953581407,0.996745549,0.941105758,0.719920866,0.92327499,0.597844964,0.936856094,0.49416313,0.924484649,0.36999562,0.00E+00,0.099447514,0.021276596,0.116016222,0.276595745,0.726442929,0.361702128,0.635259198
0.008620143,0.628494193,0.920816407,0.996020659,0.912434873,0.717074165,0.894605615,0.597210686,0.906824531,0.497923494,0.897178972,0.367179123,0.021276596,0.182314564,0.021276596,0.259662631,0.744680851,0.756700364,0.319148936,0.560685318
0.007203588,0.553241615,0.888051407,0.99529577,0.885130707,0.716470091,0.863205823,0.596516,0.88361599,0.497410031,0.875337149,0.368908286,0.042553191,0.348054543,0.042553191,0.370153991,1.553191489,0.778576466,0.276595745,0.49439873
0.006466617,0.473579292,0.8525575,0.996722896,0.85782805,0.718078439,0.830439313,0.593578688,0.852214688,0.494502922,0.849398191,0.368334416,0.191489362,0.43364876,0.106382979,0.475108734,2.744680851,0.800346773,0.382978723,0.784424592
0.004328194,0.340788619,0.815696875,0.995907395,0.82506154,0.715141127,0.80040624,0.595126629,0.827640938,0.493959255,0.823459233,0.367760545,1.553191489,0.458134477,0.361702128,0.524761961,4.787234043,0.82464441,0.404255319,0.867291642
0.002893517,0.238986967,0.778836251,0.995091895,0.788202425,0.716538049,0.773102073,0.594522555,0.797606355,0.493294773,0.792060951,0.369278282,3.340425532,0.457640766,1.893617021,0.557487951,6.659574468,0.843464206,0.468085106,0.944622076
0.001452799,0.128335624,0.739245209,0.994215987,0.756801124,0.713630941,0.75125723,0.591826872,0.771668907,0.494933325,0.764756785,0.368674208,5.085106383,0.462683672,1.042553191,0.546673328,8.659574468,0.859486305,0.893617021,0.980416128
0,-1.51E-05,0.707846928,0.995733724,0.725402842,0.715148678,0.721222647,0.59116239,0.745729949,0.494359455,0.734722201,0.368009726,6.872340426,0.462189961,3.425531915,0.565352063,10.91489362,0.875437875,1.574468085,1.010614788
0.012878868,0.867526466,0.688734011,0.995310872,0.698098676,0.714544603,0.684362022,0.59034689,0.717059063,0.491512754,0.708783243,0.367435855,8.404255319,0.46176678,6.063829787,0.575672975,13.76595745,0.899512166,2.744680851,1.05449042
0.017056043,0.987087908,0.669619584,0.992675597,0.658506124,0.711456273,0.659786762,0.5875908,0.682930365,0.492970083,0.671922618,0.366620354,10.57446809,0.463929705,8.446808511,0.583301987,16.53191489,0.918085106,4.382978723,1.103761608
0.022601447,1.111104399,0.649141459,0.992222541,0.625742634,0.712943806,0.625658064,0.58904813,0.651529064,0.490062975,0.64598366,0.366046484,12.61702128,0.468890326,11.21276596,0.593587634,18.53191489,0.931344775,6.042553191,1.144739626
0.034293308,1.239681653,0.627299636,0.993951704,0.607994926,0.712551158,0.59562197,0.586171225,0.606477189,0.489066252,0.617314285,0.365412205,15.04255319,0.47098272,13.72340426,0.60118138,20.95744681,0.944486893,8.14893617,1.193881509
0.054158298,1.341891055,0.598628751,0.991105003,0.568402374,0.709462827,0.564222179,0.585476539,0.570980262,0.486068532,0.587278191,0.362535301,17.89361702,0.472957564,16.27659574,0.60600094,23.04255319,0.957723052,9.808510638,1.223809804
0.069894438,1.395336545,0.565865261,0.992592537,0.532908468,0.710889953,0.534186085,0.582599635,0.527292085,0.48288959,0.559974025,0.361931226,20.61702128,0.477730105,19.93617021,0.618802163,24.93617021,0.968249677,11.53191489,1.256482896
0.089720162,1.440022955,0.537195886,0.991958258,0.500141958,0.707952641,0.5055152,0.579752934,0.499986408,0.480073093,0.53130314,0.359084525,22.61702128,0.48270248,22.61702128,0.620824027,,,13.68085106,1.294563301
0.118418231,1.482693266,0.505794584,0.98905115,0.471474093,0.709530785,0.47275171,0.581240467,0.479506773,0.477407614,0.504000483,0.360692873,25,0.482044199,24.91489362,0.628476549,,,15.42553191,1.321705654
0.145060936,1.514256158,0.470302188,0.992690699,0.423690291,0.706261232,0.444079315,0.576181343,0.456298232,0.476894151,0.486252775,0.360300225,,,,,,,17.27659574,1.346056189
0.173068849,1.545849253,0.440264585,0.987601371,0.389560083,0.705506139,0.408583898,0.575396046,0.434453388,0.474198469,0.460312307,0.357513931,,,,,,,19.19148936,1.373151522
0.208580878,1.570971201,0.402038751,0.986755667,0.355426854,0.7003262,0.386739055,0.572700364,0.411243336,0.471472583,0.423451682,0.356698431,,,,,,,21.04255319,1.397502057
0.244095927,1.600517994,0.369273751,0.986030778,0.325393781,0.701874141,0.345781295,0.569581829,0.393494118,0.468867511,0.386589546,0.353670508,,,,,,,23.10638298,1.421793817
0.276871498,1.616729843,0.320124741,0.982731021,0.298088104,0.699057644,0.314381503,0.568887144,0.368920368,0.468323844,0.353823036,0.350733195,,,,,,,24.4893617,1.435223933
0.304186236,1.632820877,0.273706148,0.979491671,0.261224459,0.693817298,0.281611973,0.561524986,0.338881254,0.461022094,0.323786943,0.347856291,,,,,,,,
0.332866182,1.648942115,0.238209221,0.976493952,0.22709123,0.688637359,0.250212181,0.5608303,0.312939275,0.456023378,0.297844964,0.342857574,,,,,,,,
0.367005452,1.662971744,0.201344066,0.969041183,0.1943217,0.681275201,0.203787547,0.54874126,0.278806047,0.450843439,0.259616111,0.337587024,,,,,,,,
0.40251446,1.683668846,0.154922452,0.961376988,0.160185451,0.671670417,0.161463068,0.543380099,0.255591464,0.441480285,0.232311944,0.33698295,,,,,,,,
0.428457949,1.690879986,0.120783183,0.947347358,0.126043161,0.653215942,0.12595557,0.52489542,0.229649486,0.436481568,0.207736684,0.33422686,,,,,,,,
0.459865291,1.702636785,0.089365269,0.920103599,0.100089101,0.630517843,0.101372759,0.511077216,0.20097558,0.429210022,0.174967153,0.326864702,,,,,,,,
0.488543727,1.7165456,0.068862981,0.884251778,0.079589833,0.599090868,0.074051981,0.486136491,0.17639579,0.419816663,0.147658456,0.31962336,,,,,,,,
0.518584351,1.726059773,0.049707779,0.821881088,0.06318166,0.561117236,0.057640787,0.443738013,0.153181207,0.410453509,0.117617832,0.310109186,,,,,,,,
0.545893049,1.733301116,0.035990758,0.726444871,0.046765936,0.51208149,0.042594802,0.401369739,0.12586949,0.39878732,0.098500385,0.303049066,,,,,,,,
0.581392996,1.740723681,0.029098268,0.628947249,0.036490629,0.458756815,0.024806319,0.341241675,0.093089388,0.375938203,0.076646481,0.287078847,,,,,,,,
0.615530755,1.752540888,0.024948276,0.549209418,0.029625323,0.401082804,0.016578824,0.287962306,0.068494495,0.344420617,0.05888367,0.26456197,,,,,,,,
0.664688826,1.769115182,0.022181615,0.496050863,0.02344111,0.341211471,0.01175831,0.225908755,0.052090853,0.313084253,0.002733437,0.004470151,,,,,,,,
0.700191794,1.780962593,0.020091517,0.434057719,0.018623616,0.283582766,0.008309045,0.172735098,0.03568268,0.275110621,0.00754489,0.053249166,,,,,,,,
0.735691741,1.788385158,0.01800444,0.376489421,0.014491747,0.230394008,0.004177175,0.11954634,0.024732319,0.232832958,0.013038948,0.102043282,,,,,,,,
0.773925125,1.800292976,0.015237779,0.323330867,0.010359877,0.177205249,0.001410514,0.066387786,0.016515396,0.195040548,0.019898213,0.150867602,,,,,,,,
0.803964239,1.807594726,0.012456016,0.248048084,0.006907592,0.119606748,9.06E-06,0.013259435,0.01102738,0.155096123,0.028808312,0.204162073,,,,,,,,
0.839464186,1.815017292,0.009677273,0.177190148,0.003458326,0.066433091,,,0.006898531,0.106332211,0.039754142,0.239802468,,,,,,,,
0.874967153,1.826864702,0.006901551,0.110757056,4.53E-06,0.006622167,,,0.001401453,0.053113249,0.057516952,0.262319344,,,,,,,,
0.90227283,1.8296812,0.004131869,0.053173656,,,,,6.04E-06,0.008834589,0.076646481,0.287078847,,,,,,,,
0.937774288,1.839316188,0.000684114,0.002212423,,,,,,,,,,,,,,,,
0.967813401,1.846617938,,,,,,,,,,,,,,,,,,
